order_id,store_id,order_timestamp
625,1,2024-07-25 14:31:04
626,2,2024-07-19 2:40:03
627,3,2024-07-23 5:44:01
628,1,2024-07-23 8:25:15
629,1,2024-07-13 23:44:22
630,1,2024-07-31 8:06:06
631,3,2024-07-26 18:29:06
632,3,2024-07-12 10:25:45
633,2,2024-07-12 7:06:34
634,2,2024-07-07 18:40:12
635,1,2024-07-27 17:17:00
636,1,2024-07-14 14:21:19
637,1,2024-07-27 11:00:15
638,2,2024-07-02 12:04:23
639,2,2024-07-10 3:14:14
640,1,2024-07-02 9:53:53
641,1,2024-07-25 6:00:52
642,3,2024-07-06 6:25:52
643,2,2024-07-04 3:08:13
644,2,2024-07-20 4:00:17
645,2,2024-07-10 0:19:08
646,2,2024-07-25 1:23:13
647,3,2024-07-11 12:45:43
648,2,2024-07-08 8:13:08
649,1,2024-07-03 14:19:48
650,3,2024-07-16 19:16:20
651,3,2024-07-30 3:48:18
652,3,2024-07-20 5:28:20
653,1,2024-07-03 12:27:25
654,3,2024-07-26 6:05:19
655,3,2024-07-23 7:24:59
656,3,2024-07-06 2:14:28
657,3,2024-07-08 18:16:11
658,3,2024-07-05 13:37:36
659,1,2024-07-26 17:00:28
660,3,2024-07-18 5:45:59
661,3,2024-07-01 2:14:08
662,1,2024-07-24 9:50:18
663,2,2024-07-29 14:48:26
664,2,2024-07-29 9:44:50
665,2,2024-07-24 5:14:01
666,1,2024-07-06 12:04:42
667,3,2024-07-14 19:23:26
668,2,2024-07-11 0:32:06
669,3,2024-07-07 18:49:39
670,1,2024-07-18 17:43:05
671,2,2024-07-23 4:56:36
672,1,2024-07-25 23:17:58
673,3,2024-07-24 8:42:45
674,2,2024-07-19 18:01:02
675,2,2024-07-08 6:35:40
676,2,2024-07-20 11:38:38
677,3,2024-07-18 3:30:49
678,1,2024-07-05 16:04:27
679,2,2024-07-06 3:23:11
680,1,2024-07-06 3:34:57
681,2,2024-07-15 10:25:29
682,2,2024-07-20 1:07:35
683,2,2024-07-09 7:25:09
684,3,2024-07-02 0:16:29
685,1,2024-07-13 18:31:04
686,3,2024-07-29 5:12:46
687,3,2024-07-23 10:30:00
688,1,2024-07-07 12:15:18
689,3,2024-07-14 10:04:47
690,1,2024-07-21 10:56:42
691,1,2024-07-08 18:10:52
692,2,2024-07-16 15:45:16
693,2,2024-07-22 1:17:27
694,3,2024-07-28 17:44:38
695,2,2024-07-14 13:51:37
696,1,2024-07-27 16:33:24
697,3,2024-07-02 22:52:43
698,1,2024-07-31 20:59:00
699,2,2024-07-11 0:22:36
700,3,2024-07-21 23:04:53
701,1,2024-07-29 18:16:29
702,1,2024-07-01 18:30:14
703,2,2024-07-28 16:32:48
704,1,2024-07-10 9:22:07
705,3,2024-07-28 16:36:47
706,1,2024-07-01 11:06:25
707,3,2024-07-23 13:56:37
708,3,2024-07-15 17:30:53
709,2,2024-07-09 10:33:16
710,3,2024-07-08 23:09:54
711,3,2024-07-21 3:54:39
712,3,2024-07-11 23:53:39
713,2,2024-07-24 22:53:48
714,1,2024-07-02 8:44:53
715,2,2024-07-27 1:37:56
716,2,2024-07-26 6:56:47
717,3,2024-07-18 12:00:54
718,2,2024-07-14 13:36:59
719,2,2024-07-22 5:33:35
720,2,2024-07-01 3:52:29
721,3,2024-07-17 23:11:47
722,1,2024-07-09 11:39:59
723,2,2024-07-23 23:15:12
724,3,2024-07-25 5:00:08
725,2,2024-07-07 14:26:19
726,2,2024-07-24 3:51:23
727,2,2024-07-06 16:59:17
728,1,2024-07-10 10:34:08
729,1,2024-07-20 8:18:19
730,2,2024-07-27 16:03:56
731,3,2024-07-22 14:17:09
732,2,2024-07-31 3:52:32
733,3,2024-07-03 3:40:57
734,1,2024-07-24 17:49:16
735,2,2024-07-21 16:09:01
736,1,2024-07-15 20:00:32
737,3,2024-07-06 3:55:11
738,3,2024-07-04 12:00:59
739,3,2024-07-13 14:48:07
740,3,2024-07-01 13:50:58
741,1,2024-07-12 9:13:52
742,2,2024-07-21 20:59:06
743,3,2024-07-11 20:24:18
744,3,2024-07-19 5:05:54
745,1,2024-07-06 17:54:26
746,2,2024-07-22 15:20:33
747,3,2024-07-06 9:40:22
748,1,2024-07-16 15:00:59
749,2,2024-07-26 19:46:07
750,1,2024-07-27 2:05:29
751,3,2024-07-18 21:06:10
752,1,2024-07-08 3:12:11
753,2,2024-07-24 17:34:11
754,2,2024-07-05 9:19:17
755,2,2024-07-09 3:40:59
756,3,2024-07-07 11:41:08
757,3,2024-07-09 3:34:32
758,1,2024-07-11 10:33:16
759,2,2024-07-19 18:48:40
760,2,2024-07-31 19:14:32
761,1,2024-07-19 18:28:48
762,1,2024-07-03 17:43:28
763,3,2024-07-17 15:30:04
764,1,2024-07-25 4:40:56
765,3,2024-07-14 9:25:25
766,2,2024-07-04 9:14:54
767,2,2024-07-03 16:42:06
768,1,2024-07-29 7:01:19
769,3,2024-07-03 8:48:14
770,2,2024-07-12 14:44:18
771,3,2024-07-27 11:08:24
772,2,2024-07-10 6:35:07
773,2,2024-07-08 13:56:00
774,1,2024-07-17 1:23:26
775,3,2024-07-02 14:34:01
776,2,2024-07-02 13:03:15
777,3,2024-07-30 1:51:04
778,3,2024-07-17 11:23:15
779,3,2024-07-11 20:16:01
780,3,2024-07-19 17:41:17
781,2,2024-07-12 10:55:54
782,1,2024-07-08 0:12:10
783,2,2024-07-28 7:54:29
784,2,2024-07-04 3:36:24
785,2,2024-07-10 22:39:30
786,2,2024-07-14 17:16:02
787,2,2024-07-24 2:28:42
788,1,2024-07-16 16:01:02
789,3,2024-07-29 16:13:20
790,1,2024-07-27 11:41:37
791,3,2024-07-26 23:18:14
792,1,2024-07-22 13:44:13
793,2,2024-07-31 7:11:39
794,2,2024-07-10 6:27:58
795,3,2024-07-11 9:47:01
796,3,2024-07-09 12:33:05
797,2,2024-07-29 17:40:46
798,1,2024-07-24 10:58:00
799,3,2024-07-10 17:29:19
800,3,2024-07-12 13:14:59
801,1,2024-07-02 8:34:12
802,3,2024-07-10 5:23:37
803,1,2024-07-02 7:13:40
804,1,2024-07-26 20:59:35
805,2,2024-07-16 6:52:30
806,1,2024-07-24 23:28:59
807,1,2024-07-05 12:38:24
808,2,2024-07-06 6:10:27
809,2,2024-07-26 10:58:28
810,2,2024-07-08 8:33:57
811,2,2024-07-19 18:05:45
812,1,2024-07-09 21:49:31
813,2,2024-07-14 22:49:42
814,3,2024-07-23 5:44:25
815,3,2024-07-16 16:33:06
816,3,2024-07-30 6:19:51
817,3,2024-07-10 16:07:34
818,1,2024-07-19 19:50:25
819,3,2024-07-29 8:16:26
820,3,2024-07-10 0:29:08
821,1,2024-07-10 7:59:19
